OBJECTID,WUDS_ID,NAME,CNTY_CODE,CNTY_NAME,OWNERSHIP,GW_SOURCE,SW_SOURCE,INTCONNECT,LAST_DATE,PWS_ID,SHAPEAREA,SHAPELEN
16115,18377,DESALES UNIVERSITY,39,Lehigh,Institutional Education,Y,N,N,2003/01/01 00:00:00+00,3390093,1515380.8777531,5326.63545481613
16116,19323,LEHIGH CNTY AUTH MILL CREEK,39,Lehigh,Authority,Y,N,N,2021/04/30 00:00:00+00,3390080,470790.184470165,2879.3487011821
16117,19306,SLATINGTON BORO,39,Lehigh,Municipal,Y,N,N,2003/01/01 00:00:00+00,3390039,6030866.00832693,19279.243493047
16118,18513,HULMEVILLE MUNI AUTH,09,Bucks,Authority,N,N,Y,2003/01/01 00:00:00+00,1090140,1694315.86073486,6761.97454785587
16119,19008,PHOENIXVILLE BOROUGH,15,Chester,Municipal,N,Y,Y,2024/02/09 00:00:00+00,1150077,16192124.2523022,21859.3002574217
16120,18739,SEWICKLEY BORO WATER AUTH,02,Allegheny,Authority,N,Y,Y,2003/01/01 00:00:00+00,5020050,20197416.124723,69913.1649055761
16121,20018,BIG O MHP (OPPERMAN MHP),39,Lehigh,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3390010,85701.94828204,1350.76967769335
16122,19305,CATASAUQUA MUNI WATER,39,Lehigh,Municipal,Y,N,Y,2021/03/02 00:00:00+00,3390044,5944781.78029504,11383.2945597508
16123,19308,COOPERSBURG BORO,39,Lehigh,Authority,Y,N,N,2003/01/01 00:00:00+00,3390046,4263431.32257977,13617.4194406303
16124,19771,GLENCREST MHP,39,Lehigh,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3390020,441113.06828012,4158.35286933508
16125,20021,GRIMS MHP,39,Lehigh,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3390036,39648.503374175,889.629053227434
16126,19769,KEYSTONE MHP,39,Lehigh,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3390018,160550.94151686,1642.55628530429
16127,19324,KEN MAN WATER CO,39,Lehigh,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,3390079,464657.956291895,3959.89966989261
16128,18675,LEHIGH CNTY AUTH NLSA MADISON NORTH DIV,39,Lehigh,Authority,Y,N,N,2021/04/30 00:00:00+00,3390115,233381.77724748,1805.64283600565
16129,19320,LEHIGH CNTY AUTH PINE LAKES DIV,39,Lehigh,Authority,Y,N,N,2021/04/30 00:00:00+00,3390085,814288.845906865,3474.90996830945
16130,18246,TERRYHILL ESTS MHP,39,Lehigh,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3390031,80263.335510985,1306.49453538403
16131,20016,VALLEY VIEW EST,39,Lehigh,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3390005,45901.61796233,936.481447752809
16132,18288,WOODSIDE MHP,39,Lehigh,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3390091,47952.34359799,949.808595718239
16133,20014,OSSIES MHP,39,Lehigh,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3390001,17580.349186025,571.985023711305
16134,18269,TALL TIMBERS VILLAGE MHP,35,Lackawanna,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2350012,182669.809426265,1892.47875109581
16135,19716,PEDDLERS VILLAGE,09,Bucks,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,1090153,1310454.79894967,8927.96057960592
16136,19789,CHERRY MHP,09,Bucks,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,1090053,62282.96464814,1251.08814808721
16137,19683,RIDGWAY TWP MUNI AUTH,24,Elk,Authority,N,N,Y,2003/01/01 00:00:00+00,6240022,17746855.8206651,33632.8232897532
16138,19146,BELLE VERNON MUNI AUTH,26,Fayette,Authority,N,N,Y,2003/01/01 00:00:00+00,5260004,5695064.90508858,16129.8291064285
16139,19092,SPRINGBORO AREA WATER AUTH,20,Crawford,Authority,Y,N,N,2003/01/01 00:00:00+00,6200050,1804407.49931719,12539.3405146176
16140,19297,NEWMANSTOWN WATER AUTH,38,Lebanon,Authority,Y,Y,Y,2003/01/01 00:00:00+00,7380028,3181572.46221745,10433.134372276
16141,20082,AMER TEMPO VILLAGE MHP,41,Lycoming,Mobile Home Park,Y,N,N,2021/03/11 00:00:00+00,4410002,59654.304955485,1174.32087059097
16142,19604,ELLSWORTH BORO,63,Washington,Municipal,N,N,Y,2015/05/01 00:00:00+00,5630044,3496546.05584394,9397.67464072489
16143,19588,AQUA PA EMLENTON,61,Venango,Private Investor Owned,N,Y,N,2015/04/01 00:00:00+00,6610019,4022625.84020383,9551.1661943939
16144,18363,CARPENTERS PARK INC,41,Lycoming,Mobile Home Park,Y,N,N,2015/03/26 00:00:00+00,4410031,167660.14731885,2094.83247398758
16145,20083,HEATHERBROOK ESTATES MHP,41,Lycoming,Mobile Home Park,Y,N,N,2015/03/31 00:00:00+00,4410005,466286.591391565,2801.72125782718
16146,20092,COGAN VALLEY MHP,41,Lycoming,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4410152,160618.997062985,1806.65285530131
16147,20089,LOYALSOCK MHP,41,Lycoming,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4410025,31108.64356902,707.933289344947
16148,18458,LCWSA LIMESTONE SYS,41,Lycoming,Authority,Y,Y,N,2023/03/28 00:00:00+00,4410180,5345144.19938068,42993.5579410399
16149,18409,MEADOWBROOK MHP LYCOMING CNTY,41,Lycoming,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4410154,164541.54000576,1744.1610090905
16150,19362,MUNCY STATE CORR INST,41,Lycoming,Institutional Correctional,Y,N,N,2003/01/01 00:00:00+00,4410176,567723.711673505,3596.74315054342
16151,19369,MONTGOMERY WATER & SEWER AUTH,41,Lycoming,Authority,Y,N,N,2016/03/21 00:00:00+00,4410161,5592929.9469416,24574.1582221595
16152,18383,ORCHARD MHP,41,Lycoming,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4410027,289090.306441105,2576.90676914433
16153,18361,PINECREST VILLAGE MHP,41,Lycoming,Mobile Home Park,Y,N,N,2015/03/26 00:00:00+00,4410019,273298.404547665,2496.1960932485
16154,18410,TIADAGHTON VIEW MHP,41,Lycoming,Mobile Home Park,Y,N,N,2022/03/15 00:00:00+00,4410164,61107.294123755,1577.0220781451
16155,20097,VALI VIEW MHP,41,Lycoming,Mobile Home Park,Y,N,N,,4410169,101389.850972795,1328.37271765114
16156,19363,WATERVILLE WATER ASSN,41,Lycoming,Association,Y,N,N,2017/02/03 00:00:00+00,4410187,826010.771458755,6786.13452030502
16157,20350,MOUNTAINTOP MHP,36,Lancaster,Mobile Home Park,Y,N,N,2006/03/02 00:00:00+00,7360156,50123.565872465,1051.65865919069
16158,18436,LEBANON VALLEY MHC,38,Lebanon,Mobile Home Park,Y,N,N,2006/03/02 00:00:00+00,7380016,65424.908914805,1182.88134116391
16159,19836,PLEASANT RUN MHP,46,Montgomery,Mobile Home Park,Y,N,N,2006/03/02 00:00:00+00,1460006,35275.6920772,740.113686461855
16160,19360,MUNCY BORO MUNI AUTH,41,Lycoming,Authority,Y,N,N,2016/03/21 00:00:00+00,4410165,7990498.77138706,32913.623906447
16161,18243,PALM CITY PARK,38,Lebanon,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7380005,263472.02217397,2077.94658314721
16162,19826,CREEKVIEW CT MHP,15,Chester,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,1150083,49459.351825595,904.28893256162
16163,37561,NOTTINGHAM TOWERS APT,15,Chester,Apartments,Y,N,N,2016/03/30 00:00:00+00,1150213,45868.96014456,857.056676417379
16164,20294,HALIFAX VILLAGE,22,Dauphin,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7220009,213749.855426915,2341.25759441229
16165,20253,GREENVILLE MHP,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430039,133327.380989055,1804.05411709305
16166,20440,FARMA MHP,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430070,677084.488779235,3621.05785312053
16167,18364,FORREST BROOKE MHP,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430062,283385.994770615,2659.01435745758
16168,19386,FREDONIA BORO MUNI WATER,43,Mercer,Municipal,Y,N,N,2003/01/01 00:00:00+00,6430036,1685584.66886345,5585.54950351233
16169,20255,GRANDVIEW ACRES MHP,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430042,68719.953705715,1330.43075425779
16170,20248,JEFFERSON ESTATES MHP,43,Mercer,Mobile Home Park,Y,N,N,2015/03/19 00:00:00+00,6430010,108659.938330475,1337.06282658715
16171,18182,LEESBURG COMMUNITY WATER,43,Mercer,Association,Y,N,N,2003/01/01 00:00:00+00,6430999,660918.43032688,5128.42320284358
16172,20251,PENNWOOD ESTATES MHP,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430021,54578.94700294,1257.21306757289
16173,18305,PINEGROVE MHP,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430046,172725.27531647,2245.14407499953
16174,19388,REYNOLDS WATER CO,43,Mercer,Private Investor Owned,N,Y,N,2015/04/01 00:00:00+00,6430057,11381531.5632282,32014.211498505
16175,20250,RTE 322 MHP,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430019,96753.97018359,1373.14267581142
16176,19775,AQUA PA BROOKLYN,58,Susquehanna,Private Investor Owned,Y,N,N,2015/02/09 00:00:00+00,2580010,355211.7305856,2486.08502649799
16177,19391,STONEBORO MUNI WATERWORKS,43,Mercer,Municipal,Y,N,Y,2003/01/01 00:00:00+00,6430056,3553777.53977217,11041.6845487919
16178,20246,SUNNYVIEW MHP,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430003,121572.74588412,1417.23682862432
16179,20256,WILLOW BEND MHP INC,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430047,48589.429459215,932.239060269933
16180,20126,COLONIAL GLENN ESTATES,04,Beaver,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,5040026,40503.3081356,828.541719853274
16181,20122,HARSHBARGERS MHP,04,Beaver,Mobile Home Park,Y,Y,N,2003/01/01 00:00:00+00,5040002,81623.61513877,1304.984856494
16182,20136,SKY VIEW TERRACE MHP,04,Beaver,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,5040056,78952.219797815,2329.57008714767
16183,18283,APPLEVILLE MOBILE HOME PARK,15,Chester,Mobile Home Park,N,N,Y,2015/03/13 00:00:00+00,1150094,796414.726595765,4395.46756429911
16184,19800,IMPERIAL MHP,15,Chester,Mobile Home Park,Y,N,N,2016/03/30 00:00:00+00,1150013,116112.586708265,1712.59403376901
16185,19806,LOAGS CORNER MHP,15,Chester,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,1150030,64605.759373395,1072.5318440372
16186,18518,RIVEREDGE RENTALS,15,Chester,Apartments,Y,N,N,2003/01/01 00:00:00+00,1150190,493882.39301482,2593.32517446997
16187,20201,STAR ROUTE ESTATES,20,Crawford,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6200040,84046.58193456,1373.62617911998
16188,18188,AQUA PA CRAWFORD DIV,20,Crawford,Association,Y,N,N,2015/04/01 00:00:00+00,6200014,7461461.26489272,16638.850298444
16189,20200,DENNY RIDGE MHP,20,Crawford,Mobile Home Park,Y,N,N,2010/03/19 00:00:00+00,6200037,51360.227028455,1347.1463662521
16190,18330,PLEASANT VIEW ESTATES INC,19,Columbia,Mobile Home Park,Y,N,N,2015/03/26 00:00:00+00,4190296,156270.177565875,1879.68752457955
16191,20481,MRS BUSHS PERSONAL CARE HOME,45,Monroe,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,2450111,15920.135997345,505.059433277646
16192,19005,PA AMER WATER CO NITTANY,14,Centre,Private Investor Owned,Y,N,N,2024/03/05 00:00:00+00,4140081,11192371.1181819,31550.9272126659
16193,18728,HAMPTON SHALER WATER AUTH,02,Allegheny,Municipal,N,Y,Y,2003/01/01 00:00:00+00,5020019,159935395.524426,86609.4107548043
16194,18183,LONDONDERRY TWP SUPERVISOR,22,Dauphin,Municipal,N,N,Y,2023/02/27 00:00:00+00,7220055,522733.14929537,3974.20644243319
16195,19239,PA AMER WATER CO LAKE SPANGENBERG,35,Lackawanna,Private Investor Owned,Y,N,N,2024/03/05 00:00:00+00,2350026,2150067.27300793,6740.82803712909
16196,19187,GRIER SCHOOL,31,Huntingdon,Institutional Education,Y,N,N,2020/01/13 00:00:00+00,4310022,39581.51327697,798.487829105142
16197,19692,SHIRLEYSBURG MUNI AUTH,31,Huntingdon,Authority,Y,N,N,2003/01/01 00:00:00+00,4310027,674416.315985395,3981.23302872051
16198,18204,SHIPPINGPORT BORO,04,Beaver,Municipal,N,N,Y,2014/02/19 00:00:00+00,5040086,2381309.58633429,8739.40499830533
16199,19082,CAMBRIDGE SPRINGS BOROUGH,20,Crawford,Municipal,N,Y,N,2015/03/27 00:00:00+00,6200004,3923109.50174429,8699.01499564875
16200,19459,PORTLAND BORO AUTH,48,Northampton,Authority,Y,N,N,2006/06/07 00:00:00+00,3480059,4571587.82502365,28782.3459339641
16201,19451,EAST BANGOR MUNI AUTH,48,Northampton,Authority,Y,N,N,2022/02/22 00:00:00+00,3480049,2102763.06408592,9079.5102594853
16202,18145,BLUE KNOB WATER CO,07,Blair,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,4050001,3173457.68219952,12521.9279971846
16203,19246,PA AMER WATER CO OLWEN HEIGHTS,35,Lackawanna,Private Investor Owned,Y,N,N,2024/03/05 00:00:00+00,2350032,1585539.99161804,5102.06540844744
16204,18244,COUNTRYSIDE CHRISTIAN COMMUNITY,38,Lebanon,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,7380001,71781.09183006,1045.18080489883
16205,19282,MASONIC HOMES,36,Lancaster,Institutional Health,Y,N,Y,2015/03/31 00:00:00+00,7360025,3516721.70943317,7333.15940858797
16206,18261,UMH ARBOR ESTATES,09,Bucks,Mobile Home Park,Y,Y,N,2003/01/01 00:00:00+00,1090007,223854.08470325,2149.99977710505
16207,49478,VEOLIA WATER PA COLUMBIA CNTY,19,Columbia,Private Investor Owned,Y,N,N,2015/03/14 00:00:00+00,4190840,1482891.83906867,4980.8400834578
16208,19074,WONDERVIEW WATER CO,19,Columbia,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,4190015,873314.42130961,4776.32736940781
16209,18339,SUNRISE TRAILER CT,38,Lebanon,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7380014,116496.93026613,2044.08427234816
16210,20139,COLE MHP,04,Beaver,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,5040078,43078.75766504,1108.2529080183
16211,18485,MANWALAMINK WATER CO NS 3,45,Monroe,Private Investor Owned,Y,N,N,2016/03/04 00:00:00+00,2450113,2370762.37312499,7890.79594801094
16212,18461,MANWALAMINK WATER CO NS 1&2,45,Monroe,Private Investor Owned,Y,N,N,2016/03/09 00:00:00+00,2450099,403119.209251955,2642.94230498584
16213,19821,HIGHLAND COURT MHP,15,Chester,Mobile Home Park,Y,N,N,2015/03/12 00:00:00+00,1150070,114037.87866688,1352.31188262271
16214,18781,MIDLAND MUNI AUTH,04,Beaver,Authority,N,Y,N,2003/01/01 00:00:00+00,5040038,8020091.51116899,13113.9258801484
16215,19706,BUCKINGHAM TWP COLD SPRING SYS,09,Bucks,Municipal,Y,N,N,2021/03/04 00:00:00+00,1090137,10098264.0778969,22983.9985833923
16216,18684,BUCKINGHAM TWP FURLONG SYS,09,Bucks,Municipal,Y,N,N,2023/03/29 00:00:00+00,1090159,6678488.16716075,34715.4033705519
16217,19150,MOUNTAIN WATER ASSN,26,Fayette,Association,Y,N,Y,2003/01/01 00:00:00+00,5260032,93059376.2901743,132508.462704863
16218,19756,LEHIGH CNTY AUTH WASHINGTON TWP,39,Lehigh,Authority,N,N,Y,2021/04/30 00:00:00+00,3390078,5429265.6924532,22660.7521155096
16219,50014,FREEDOM TWP AUTH WATER & SEW AUTH,07,Blair,Authority,N,N,Y,2017/01/11 00:00:00+00,4070034,3144187.47601087,27839.5956539126
16220,19293,MYERSTOWN WATER AUTH,38,Lebanon,Authority,Y,N,N,2003/01/01 00:00:00+00,7380025,11861325.1828937,38197.0636246838
16221,19116,GRATZ BORO WATER AUTH,22,Dauphin,Municipal,Y,N,N,2003/01/01 00:00:00+00,7220005,4943839.33245765,9984.5421904031
16222,18284,WARWICK WATERWORKS ASSN,15,Chester,Association,Y,N,N,2024/03/13 00:00:00+00,1150157,418200.9946474,3551.26894430778
16223,20501,BUCKINGHAM SPRINGS VILLAGE MHP,09,Bucks,Mobile Home Park,Y,N,N,2024/02/05 00:00:00+00,1090133,1145531.81771983,4935.03365260152
16224,19804,MT IDY MHP,15,Chester,Mobile Home Park,Y,N,N,2015/03/12 00:00:00+00,1150020,55912.33720824,964.817516501377
16225,18927,CAMBRIA TWP WATER AUTH,11,Cambria,Authority,Y,Y,N,2023/02/14 00:00:00+00,4110006,1689072.61626348,15825.0097839472
16226,19331,AQUA PA FOREST PARK,40,Luzerne,Private Investor Owned,Y,N,N,2015/02/12 00:00:00+00,2400078,2356590.13583379,8371.38232060007
16227,18196,HANOVER TWP,39,Lehigh,Municipal,N,N,Y,2022/03/23 00:00:00+00,3390097,2666249.34878564,8196.68429970195
16228,19309,LEHIGH CNTY AUTH HEIDELBERG HEIGHTS DIV,39,Lehigh,Authority,Y,N,N,2021/04/30 00:00:00+00,3390047,873884.126638505,4170.76687444797
16229,18354,KNOBVUE ESTATES,04,Beaver,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,5040028,132471.111210135,1416.01684428316
16230,18879,DOYLESTOWN BORO WATER(DBWD),09,Bucks,Municipal,Y,N,Y,2003/01/01 00:00:00+00,1090081,9645935.24942637,25211.1841169888
16231,19367,RALSTON AREA JT,41,Lycoming,Authority,Y,N,N,2003/01/01 00:00:00+00,4410171,597764.26647554,4317.75850110022
16232,19176,MCCONNELLSBURG BORO WATER SYS,29,Fulton,Authority,Y,N,N,2019/03/12 00:00:00+00,4290005,6492298.08535277,20537.1757265414
16233,18853,BELLWOOD BORO AUTH,07,Blair,Municipal,N,N,Y,2016/03/31 00:00:00+00,4070009,10812066.8947722,22208.7499661915
16234,18972,PA AMER WATER CO BOGGS,14,Centre,Authority,Y,N,N,2024/03/05 00:00:00+00,4140101,3530956.68230067,16143.9438383082
16235,18899,PA AMER WATER CO BUTLER DIST,10,Butler,Private Investor Owned,N,Y,Y,2024/03/05 00:00:00+00,5100012,185415589.670072,430156.350893179
16236,19225,PA AMER WATER CO PUNXSUTAWNEY DIST,33,Jefferson,Private Investor Owned,Y,Y,N,2024/03/05 00:00:00+00,6330010,45685489.5296516,116352.950125372
16237,19368,ROARING BRANCH WATER WORKS,41,Lycoming,Authority,Y,N,N,2023/01/25 00:00:00+00,4410182,377462.190138935,3655.79684456145
16238,19978,OAKWOOD LAKE WATER SYS,66,Wyoming,Mobile Home Park,Y,N,N,2015/03/26 00:00:00+00,2660031,110522.590775855,1531.65301082636
16239,19195,PETERSBURG BORO AUTH,31,Huntingdon,Authority,Y,Y,N,2006/03/24 00:00:00+00,4310019,765216.95849765,5331.34168310363
16240,20205,WOODLAND HEIGHTS APTS,20,Crawford,Apartments,Y,N,Y,2003/01/01 00:00:00+00,6200063,132144.130127945,1639.66226940203
16241,18302,BENTON SPRINGS LLC,35,Lackawanna,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2350005,111792.447535765,1360.88628154335
16242,18267,WOODLANDS MHP,20,Crawford,Mobile Home Park,Y,N,N,2015/03/24 00:00:00+00,6200039,211926.86454552,2048.62146729052
16243,18463,ELDRED TWP MUNI AUTH,33,Jefferson,Authority,Y,N,N,2003/01/01 00:00:00+00,6330840,769414.32065425,7282.89045664819
16244,19226,REYNOLDSVILLE MUNI WATER AUTH,33,Jefferson,Authority,Y,Y,N,2003/01/01 00:00:00+00,6330011,6415612.07405377,15002.5216326472
16245,19913,MUSHROOM FARM POA,45,Monroe,Association,Y,N,N,2003/01/01 00:00:00+00,2450068,464082.99281259,2984.72169788434
16246,18320,LORETTO FEDERAL CORR INST,11,Cambria,Institutional Correctional,Y,N,N,2016/04/06 00:00:00+00,4110067,270160.04166785,2124.71752841375
16247,19618,NORTH SEWICKLEY TWP MUNI AUTH,04,Beaver,Authority,N,N,Y,2011/04/05 00:00:00+00,5040010,67175645.1723428,42683.408200999
16248,44487,PLUMSTEAD TWP SUMMER HILL MEADOW,09,Bucks,Municipal,Y,N,N,2023/03/21 00:00:00+00,1090157,1033810.1919778,5138.45517408834
16249,18501,PLUMSTEAD TWP DURHAM RIDGE,09,Bucks,Municipal,Y,N,N,2023/03/31 00:00:00+00,1090138,2363803.39997545,12038.5361266392
16250,19379,GREENVILLE MUNI WATER AUTH,43,Mercer,Authority,N,Y,N,2016/01/21 00:00:00+00,6430037,17996608.9397908,19308.2664661782
16251,42951,PLUMSTEAD TWP PATRIOTS RIDGE,09,Bucks,Municipal,N,N,Y,2023/03/21 00:00:00+00,1090148,1473410.1147367,7019.76356640913
16252,69999,FENTONS CORNER,24,Bucks,Private Investor Owned,Y,N,N,2021/03/04 00:00:00+00,1090165,206473.768033605,2724.5411974396
16253,18495,PLUMSTEAD TWP NORTHERN SYSTEM,09,Bucks,Municipal,Y,N,N,2023/03/31 00:00:00+00,1090144,4995166.69774749,23264.5424483716
16254,18743,WEST VIEW MUNI AUTH,02,Allegheny,Authority,N,Y,Y,2003/01/01 00:00:00+00,5020043,415434372.754139,128283.98514476
16255,18723,WILKINSBURG PENN JT WATER AUTH,02,Allegheny,Authority,N,Y,Y,2022/03/28 00:00:00+00,5020056,120004501.15238,81743.2596456686
16256,18747,FAWN FRAZER JT WATER AUTH,02,Allegheny,Authority,N,N,Y,2024/03/27 00:00:00+00,5020076,115836241.828482,67253.467438629
16257,19284,PA AMER WATER CO NEW CASTLE DIST,37,Lawrence,Private Investor Owned,N,Y,N,2024/03/05 00:00:00+00,6370034,165194914.073493,248575.897050354
16258,19258,NEW HOLLAND BORO AUTH,36,Lancaster,Authority,Y,N,N,2003/01/01 00:00:00+00,7360099,8413154.95695754,19419.0496027184
16259,19903,BIRCHWOOD MHP,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450008,60387.155071195,1091.73608032679
16260,18433,BLUE MOUNTAIN VILLAGE ON CHICOLA LAKE,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450033,67134.22008312,1203.32498047853
16261,19900,BARTON COURT,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450005,84171.59450248,1311.62120703675
16262,19898,BROOKMONT HEALTH CARE CTR,45,Monroe,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,2450002,32599.27837698,747.840555627985
16263,18534,NORTHRIDGE AT CAMELBACK,45,Monroe,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,2450124,1987336.66928468,6027.97392675196
16264,19906,DEER RUN MHP,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450018,37726.479419465,841.859594179354
16265,19397,EAST STROUDSBURG BORO WATER DEPT,45,Monroe,Municipal,Y,Y,Y,2022/03/15 00:00:00+00,2450023,13144946.1890256,20232.951336277
16266,19904,FAWN VALLEY SOUTH & NORTH,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450009,77288.541218905,1365.70359755709
16267,19923,FOX GLEN GARDENS,45,Monroe,Apartments,Y,N,N,2003/01/01 00:00:00+00,2450092,29297.862007,721.561474313653
16268,18386,GILBERT MHP,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450027,110995.21751776,1489.50715632795
16269,19915,GETZ PERSONAL CARE HOME,45,Monroe,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,2450079,21261.533120965,694.429214078587
16270,19914,HILLSIDE TRAILER PARK,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450076,77990.08433704,1130.87655460621
16271,18423,LAKE OF THE PINES,45,Monroe,Association,Y,N,N,2003/01/01 00:00:00+00,2450015,2156624.70988698,6050.0705158169
16272,19917,LYNWOOD ACRES MHP,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450084,56882.653475315,1101.6857917707
16273,18468,MONROE CNTY CORR FAC,45,Monroe,Institutional Correctional,Y,N,N,2003/01/01 00:00:00+00,2450105,167755.90101439,1615.03942186887
16274,19411,MANWALAMINK WATER CO,45,Monroe,Private Investor Owned,Y,N,N,2016/03/04 00:00:00+00,2450049,7930516.4524943,13867.9207593474
16275,19916,MOUNTAIN VIEW VILLAGE,45,Monroe,Association,Y,N,N,2003/01/01 00:00:00+00,2450083,10257.00076508,441.856609209957
16276,19901,MAPLE ROCK TRAILER COURT,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450006,28531.145971725,683.820838355879
16277,19653,YORK WATER CO,67,York,Private Investor Owned,N,Y,N,2024/03/07 00:00:00+00,7670100,1332899332.55954,529620.797652389
16278,18384,AQUA PA PINECREST,45,Monroe,Private Investor Owned,Y,N,N,2016/03/11 00:00:00+00,2450086,2103194.29268353,10029.7353891399
16279,18532,POCONO JACKSON WATER AUTH,45,Monroe,Authority,Y,N,N,2003/01/01 00:00:00+00,2450122,6068048.31389959,15169.9102259217
16280,20495,POCO APT EAST (LOWER),45,Monroe,Apartments,Y,N,N,2003/01/01 00:00:00+00,2450106,26323.48325519,655.318017715147
16281,20494,POCO APT WEST (UPPER),45,Monroe,Apartments,Y,N,N,2003/01/01 00:00:00+00,2450107,47930.909222375,908.155795729607
16282,18400,POCONO MOBILE HOME ESTS,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450028,127886.11562855,2087.78549184765
16283,18527,POCONO PLATEAU MHP,45,Monroe,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2450097,451068.78269012,3531.35239930741
16284,19400,AQUA PA MOUNTAIN HOME,45,Monroe,Private Investor Owned,Y,N,N,2016/03/21 00:00:00+00,2450039,5588396.48697156,15109.6676799384
16285,19120,PILLOW BORO AUTH,22,Dauphin,Authority,Y,N,N,2016/01/13 00:00:00+00,7220046,987702.398683665,4345.72983402753
16286,18895,TRUMBAUERSVILLE MUNI WATERWORK,09,Bucks,Municipal,Y,N,Y,2003/01/01 00:00:00+00,1090091,1694245.45504626,7775.26237614125
16287,19111,LYKENS BORO AUTH,22,Dauphin,Authority,Y,Y,N,2016/03/03 00:00:00+00,7220022,5767780.94611228,16776.0682364534
16288,20368,MONROE VALLEY MHP,38,Lebanon,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7380009,62836.74081747,1027.29496778125
16289,20318,SCENIC VIEW MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360021,25300.27048139,633.091555747327
16290,19828,SHADY GROVE MHP,15,Chester,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,1150145,36564.3417253,770.347994952473
16291,19827,MARTINS COMMUNITY LP MHP,15,Chester,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,1150144,113431.444864745,1395.84694577222
16292,19815,HIDEAWAY MHP,15,Chester,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,1150049,84184.50790125,1619.00973638134
16293,18385,PLEASANT VIEW LAKE POA,45,Monroe,Association,Y,N,N,2003/01/01 00:00:00+00,2450070,819385.831574825,3473.17637871276
