_id,parcel_id,address,zip_code,owner,property_type,create_date,latest_inspection_result,latest_inspection_score,record_number,inspection_status,latitude,longitude,neighborhood,council_district,ward
79612,0013M00150000000,"2815 ARLINGTON AVE, Pittsburgh, 15210",15210,"",Condemned/Dead End Property,2023-02-09,Pass,0,0013M00150000000,Active,40.4176850019,-79.968784983,South Side Slopes,3,16
79613,0035N00165000000,"2008 BROADWAY AVE, Pittsburgh, 15216",15216,CORDONA EDIL ARMANDO MENDEZ,Condemned/Dead End Property,2020-08-25,Fail,2,0035N00165000000,Active,40.4063602772,-80.0290927949,Beechview,4,20
79614,0046R00064000000,"1909 BELLEAU ST, Pittsburgh, 15214",15214,ALEXANDER KENNETH W,Condemned/Dead End Property,2024-09-25,Pass,0,0046R00064000000,Active,40.4625481282,-80.0071182794,Fineview,6,25
79615,0045E00352000000,No primary address specified,15212,NIEBRZYDOWSKI KIMBERLY,Condemned/Dead End Property,2023-02-03,,,0045E00352000000,Active,40.4694682014,-80.029737973,Marshall-Shadeland,6,27
79616,0014J00235000000,"505 CURTIN AVE, Pittsburgh, 15210",15210,DACRON DEVELOPERS LLC,Condemned/Dead End Property,2020-08-27,Fail,2,0014J00235000000,Active,40.4180913746,-79.9985478414,Beltzhoover,3,18
79617,0014J00235000000,"505 CURTIN AVE, Pittsburgh, 15210",15210,DACRON DEVELOPERS LLC,Condemned/Dead End Property,2023-07-07,,,0014J00235000000,Active,40.4180913746,-79.9985478414,Beltzhoover,3,18
79618,0050M00207000000,"5438 HILLCREST ST, Pittsburgh, 15206",15206,UNITY PROPERTIES LLC,Condemned/Dead End Property,2022-05-12,Fail,2,0050M00207000000,Active,40.4672928689,-79.9330524187,Garfield,9,11
79619,0024E00269000000,"870 VISTA ST, Pittsburgh, 15212",15212,DRATWA MATTHEW BRANDON,Condemned/Dead End Property,2025-07-08,Fail,2,0024E00269000000,Active,40.4589361322,-79.9962234709,East Allegheny,1,23
79620,0173G00025000000,No primary address specified,15206,SCHWAN WILLIAM C & ROSE R,Condemned/Dead End Property,2020-11-12,Pass,0,0173G00025000000,Active,40.4692308242,-79.8905070488,Lincoln-Lemington-Belmar,9,12
79621,0076R00006000000,"929 SMITHTON AVE, Pittsburgh, 15212",15212,MCKELVEY LAWRENCE E & DEBORAH D (W),Condemned/Dead End Property,2020-12-22,Fail,2,0076R00006000000,Active,40.4745698834,-80.0241458456,Marshall-Shadeland,6,27
79622,0022K00271000000,"1607 MANHATTAN ST, Pittsburgh, 15233",15233,HARRIS ANTHONY L,Condemned/Dead End Property,2021-03-17,Fail,3,0022K00271000000,Active,40.456123724,-80.0272172606,Manchester,6,21
79623,0022K00271000000,"1607 MANHATTAN ST, Pittsburgh, 15233",15233,HARRIS ANTHONY L,Condemned/Dead End Property,2022-09-16,,,0022K00271000000,Active,40.456123724,-80.0272172606,Manchester,6,21
79624,0231R00084000000,"2224 PARK HILL DR, Pittsburgh, 15221",15221,RT EAST HILLS LLC,Condemned/Dead End Property,2020-09-08,Fail,1,0231R00084000000,Active,40.4543097955,-79.8738503264,East Hills,9,13
79625,0011J00023000000,"108 GIST ST #102, Pittsburgh, PA 15219",15219,ECKENRODE ROBERT C,Condemned/Dead End Property,2023-03-17,Fail,1,0011J00023000000,Active,40.4379874071,-79.9796327902,Bluff,6,1
79626,0173C00185000000,"1704 GOPHER ST, Pittsburgh, 15206",15206,CUNNINGHAM ODESSIE & MARY LUE (W),Condemned/Dead End Property,2020-12-29,Fail,3,0173C00185000000,Active,40.4701146781,-79.8884702411,Lincoln-Lemington-Belmar,9,12
79627,0173C00185000000,"1704 GOPHER ST, Pittsburgh, 15206",15206,CUNNINGHAM ODESSIE & MARY LUE (W),Condemned/Dead End Property,2023-07-19,,,0173C00185000000,Active,40.4701146781,-79.8884702411,Lincoln-Lemington-Belmar,9,12
79628,0057B00080000000,"5403 2ND AVE, Pittsburgh, 15207",15207,BARVA STEPHEN,Condemned/Dead End Property,2024-01-29,Pass,0,0057B00080000000,Active,40.4028337764,-79.9416218151,Hazelwood,5,15
79629,0057B00080000000,"5403 2ND AVE, Pittsburgh, 15207",15207,BARVA STEPHEN,Condemned/Dead End Property,2024-01-29,Fail,2,0057B00080000000,Active,40.4028337764,-79.9416218151,Hazelwood,5,15
79630,0077N00102000000,"241 KENNEDY AVE, Pittsburgh, 15214",15214,RUBENSTEIN ESTATES LLC,Condemned/Dead End Property,2020-09-02,Fail,2,0077N00102000000,Active,40.473964879,-80.0120743513,Perry South,6,26
79631,0077N00102000000,"241 KENNEDY AVE, Pittsburgh, 15214",15214,RUBENSTEIN ESTATES LLC,Condemned/Dead End Property,2025-03-25,Pass,0,0077N00102000000,Active,40.473964879,-80.0120743513,Perry South,6,26
79632,0125M00322000000,"6949 HAMILTON AVE, Pittsburgh, 15208",15208,BURGESS WILLIAM H & HAZEL,Condemned/Dead End Property,2020-10-20,Fail,3,0125M00322000000,Active,40.4561106737,-79.9027326731,Homewood West,9,12
79633,0125M00322000000,"6949 HAMILTON AVE, Pittsburgh, 15208",15208,BURGESS WILLIAM H & HAZEL,Condemned/Dead End Property,2024-03-01,Fail,1,0125M00322000000,Active,40.4561106737,-79.9027326731,Homewood West,9,12
79634,0045N00326000000,"2428 CALIFORNIA AVE, Pittsburgh, 15212",15212,O'MALLEY JANE B,Condemned/Dead End Property,2022-09-16,Pass,0,0045N00326000000,Active,40.464631718,-80.0322819121,Marshall-Shadeland,6,27
79635,0033K00075000000,No primary address specified,15210,HOWELLS FRANK G & RUTH C,Condemned/Dead End Property,2024-07-19,Pass,0,0033K00075000000,Active,40.4077968061,-79.9927443185,Knoxville,3,30
79636,0014J00213000000,"510 CEDARHURST ST, Pittsburgh, 15210",15210,MCDANIEL JOSEPHINE,Condemned/Dead End Property,2021-08-31,Fail,2,0014J00213000000,Active,40.4180969578,-79.9982930644,Beltzhoover,3,18
79637,0014J00213000000,"510 CEDARHURST ST, Pittsburgh, 15210",15210,MCDANIEL JOSEPHINE,Condemned/Dead End Property,2022-11-14,Fail,1,0014J00213000000,Active,40.4180969578,-79.9982930644,Beltzhoover,3,18
79638,0077P00257000000,No primary address specified,15214,CITY OF PITTSBURGH,Condemned/Dead End Property,2024-01-05,Pass,0,0077P00257000000,Active,40.472594281,-80.0106447089,Perry South,6,26
79639,0042C00095000000,"306 OREGON ST, Pittsburgh, 15204",15204,"",Condemned/Dead End Property,2024-05-10,Fail,1,0042C00095000000,Active,40.4617680982,-80.0539213912,Esplen,2,20
79640,0042C00095000000,"306 OREGON ST, Pittsburgh, 15204",15204,"",Condemned/Dead End Property,2024-05-10,Fail,2,0042C00095000000,Active,40.4617680982,-80.0539213912,Esplen,2,20
79641,0042C00095000000,"306 OREGON ST, Pittsburgh, 15204",15204,"",Condemned/Dead End Property,2024-05-10,Fail,2,0042C00095000000,Active,40.4617680982,-80.0539213912,Esplen,2,20
79642,0042C00095000000,"306 OREGON ST, Pittsburgh, 15204",15204,"",Condemned/Dead End Property,2024-05-10,Fail,2,0042C00095000000,Active,40.4617680982,-80.0539213912,Esplen,2,20
79643,0042C00095000000,"306 OREGON ST, Pittsburgh, 15204",15204,"",Condemned/Dead End Property,2024-09-20,Pass,0,0042C00095000000,Active,40.4617680982,-80.0539213912,Esplen,2,20
79644,0019R00104000000,"225 KEARNS AVE, Pittsburgh, PA 15220",15220,RAVE RANDALL,Condemned/Dead End Property,2020-09-02,Fail,2,0019R00104000000,Active,40.4340194047,-80.03806515,Westwood,2,20
79645,0013K00135000000,"2025 SPRING ST, Pittsburgh, 15210",15210,"",Condemned/Dead End Property,2024-01-10,Fail,1,0013K00135000000,Active,40.4173296516,-79.9775987407,Arlington,3,16
79646,0010H00103000000,"2535 MAHON ST, Pittsburgh, 15219",15219,"",Condemned/Dead End Property,2020-08-14,Fail,3,0010H00103000000,Active,40.4481749678,-79.9702652797,Middle Hill,6,5
79647,0010H00103000000,"2535 MAHON ST, Pittsburgh, 15219",15219,"",Condemned/Dead End Property,2021-02-18,Fail,1,0010H00103000000,Active,40.4481749678,-79.9702652797,Middle Hill,6,5
79648,0024C00179000000,"1240 SPRING GARDEN AVE, Pittsburgh, 15212",15212,KILIAN MICHAEL,Condemned/Dead End Property,2020-09-01,Pass,0,0024C00179000000,Active,40.4605481608,-79.9901434437,Spring Garden,1,24
79649,0124H00234000000,"1208 PAULSON AVE, Pittsburgh, 15206",15206,HALEY JOHN H & HELEN L (W),Condemned/Dead End Property,2020-09-08,Fail,2,0124H00234000000,Active,40.467994962,-79.9030590692,Lincoln-Lemington-Belmar,9,12
79650,0010G00275000000,"705 WATT LN, Pittsburgh, 15219",15219,TAYLOR WILLA M & SHAWNEE WRIGHT,Condemned/Dead End Property,2020-08-07,Fail,3,0010G00275000000,Active,40.4501940245,-79.9721179338,Bedford Dwellings,6,5
79651,0010G00275000000,"705 WATT LN, Pittsburgh, 15219",15219,TAYLOR WILLA M & SHAWNEE WRIGHT,Condemned/Dead End Property,2021-02-17,Fail,1,0010G00275000000,Active,40.4501940245,-79.9721179338,Bedford Dwellings,6,5
79652,0046J00009000000,"402 CHESTER AVE, Pittsburgh, PA 15214",15214,PATTERSON GABLE & FANNIE GRIFFIN,Condemned/Dead End Property,2023-01-17,Fail,1,0046J00009000000,Active,40.4673318231,-80.0148651827,Perry South,6,26
79653,0125H00338000000,"7013 BENNETT ST, Pittsburgh, 15208",15208,BRUMFIELD DUDLEY & GLORIA J (W),Condemned/Dead End Property,2025-04-04,Pass,0,0125H00338000000,Active,40.4576843613,-79.9007462104,Homewood South,9,13
79654,0056P00059000000,"5129 LYTLE ST, Pittsburgh, 15207",15207,VINCUR GEORGE EUGENE & EDITH,Condemned/Dead End Property,2024-08-27,Fail,1,0056P00059000000,Active,40.4057459754,-79.9448567673,Hazelwood,5,15
79655,0056P00059000000,"5129 LYTLE ST, Pittsburgh, 15207",15207,VINCUR GEORGE EUGENE & EDITH,Condemned/Dead End Property,2024-10-15,Fail,3,0056P00059000000,Active,40.4057459754,-79.9448567673,Hazelwood,5,15
79656,0124N00026000000,"139 AUBURN ST, Pittsburgh, 15206",15206,"",Condemned/Dead End Property,2024-11-07,Fail,2,0124N00026000000,Active,40.4631224028,-79.915586962,Larimer,9,12
79657,0042N00262000000,No primary address specified,15204,COLLURA VINCENT L,Condemned/Dead End Property,2020-09-21,Pass,0,0042N00262000000,Active,40.4527961837,-80.0647439619,Sheraden,2,20
79658,0047S00186000000,"1602 HATTERAS ST, Pittsburgh, 15212",15212,"",Condemned/Dead End Property,2024-10-30,Fail,1,0047S00186000000,Active,40.4634228454,-79.9843439553,Troy Hill,1,24
79659,0231F00050000000,"8442 PARK Way, Pittsburgh, 15235",15221,DAVIS JACQUELINE,Condemned/Dead End Property,2020-09-08,Fail,3,0231F00050000000,Active,40.4595750196,-79.8770357541,East Hills,9,13
79660,0046N00233000000,"2132 WILSON AVE, Pittsburgh, 15214",15214,PRF 100 LLC,Condemned/Dead End Property,2022-06-08,Fail,1,0046N00233000000,Active,40.4647274803,-80.0123236695,Perry South,6,25
79661,0082R00061000000,"936 MELLON ST, Pittsburgh, 15206",15206,HIGHLAND PARK COMMUNITY DEVELOPMENTCORPORATION,Condemned/Dead End Property,2020-09-25,Fail,1,0082R00061000000,Active,40.4732657105,-79.9232893578,Highland Park,7,11
79662,0020F00262000000,"1318 CHARTIERS AVE, Pittsburgh, 15220",15220,SAUNDERS JOHN W & SYLVIA M (W),Condemned/Dead End Property,2020-08-19,Fail,2,0020F00262000000,Active,40.4482627163,-80.0438788623,Elliott,2,20
79663,0020F00262000000,"1318 CHARTIERS AVE, Pittsburgh, 15220",15220,SAUNDERS JOHN W & SYLVIA M (W),Condemned/Dead End Property,2022-10-12,Pass,0,0020F00262000000,Active,40.4482627163,-80.0438788623,Elliott,2,20
79664,0014B00180000000,"836 EUREKA ST, Pittsburgh, 15210",15210,PETTIJOHN KATHLEEN & PAUL A (H),Condemned/Dead End Property,2025-11-05,Pass,0,0014B00180000000,Active,40.4235179882,-79.9924240003,Allentown,3,18
79665,0174S00070000000,No primary address specified,15221,FORD LEONARD C & JANICE (W),Condemned/Dead End Property,2022-09-16,Pass,0,0174S00070000000,Active,40.4537440692,-79.8857816456,Homewood South,9,13
79666,0016S00209000000,"1305 LETTIE HILL ST, Pittsburgh, 15216",15216,KRESS BROTHERS BUILDERS LP,Condemned/Dead End Property,2024-02-06,Fail,1,0016S00209000000,Active,40.4140764642,-80.016369163,Beechview,4,19
79667,0014N00035000000,No primary address specified,15210,SAVIOR BOOKER T & DORIS L (W),Condemned/Dead End Property,2023-11-21,Pass,0,0014N00035000000,Active,40.4145186145,-79.9990340232,Beltzhoover,3,18
79668,0173J00207000000,No primary address specified,15206,MST OF A PROPHET NOBLE DREW ALI REINCARNATED,Condemned/Dead End Property,2022-09-14,Pass,0,0173J00207000000,Active,40.4669792944,-79.8969408072,Lincoln-Lemington-Belmar,9,12
79669,0231R00042000000,"2300 PARK HILL DR, Pittsburgh, 15221",15221,MCKENZIE LUNELLE H,Condemned/Dead End Property,2020-09-03,Fail,2,0231R00042000000,Active,40.4547638867,-79.8740631494,East Hills,9,13
79670,0174K00328000B00,"7351 FLEURY Way, Pittsburgh, PA 15208",15208,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-08-28,Fail,3,0174K00328000B00,Active,40.4552531544,-79.8931269197,Homewood South,9,13
79671,0056N00073000000,"5116 CHAPLAIN Way, Pittsburgh, PA 15207",15207,CITY OF PITTSBURGH,Condemned/Dead End Property,2025-02-21,Fail,2,0056N00073000000,Active,40.4061049332,-79.9458929412,Hazelwood,5,15
79672,0023A00117000000,"29 GERANIUM ST, Pittsburgh, 15214",15214,LARDO ALBERT,Condemned/Dead End Property,2025-06-24,Fail,1,0023A00117000000,Active,40.4613987242,-80.0153189329,Perry South,6,25
79673,0028P00180000000,"3114 NIAGARA ST, Pittsburgh, 15213",15213,"",Condemned/Dead End Property,2022-04-29,Pass,0,0028P00180000000,Active,40.4337406417,-79.9600791738,South Oakland,3,4
79674,0173R00020000000,No primary address specified,15206,GIVENS KATHLEEN,Condemned/Dead End Property,2023-08-22,,,0173R00020000000,Active,40.4633556906,-79.8906097744,Lincoln-Lemington-Belmar,9,12
79675,0014J00087000000,"407 ORCHARD PL, Pittsburgh, 15210",15210,"",Condemned/Dead End Property,2020-09-08,Pass,0,0014J00087000000,Active,40.4181463378,-79.9956293197,Knoxville,3,30
79676,0013R00269000000,"2437 SPRING ST, Pittsburgh, 15210",15210,"",Condemned/Dead End Property,2020-09-09,Fail,2,0013R00269000000,Active,40.4161432145,-79.9717366145,Arlington,3,16
79677,0013R00269000000,"2437 SPRING ST, Pittsburgh, 15210",15210,"",Condemned/Dead End Property,2026-02-20,Pass,0,0013R00269000000,Active,40.4161432145,-79.9717366145,Arlington,3,16
79678,0015N00034000000,"97 DAWN AVE, Pittsburgh, PA 15226",15216,"",Condemned/Dead End Property,2025-10-16,Fail,1,0015N00034000000,Active,40.4142387986,-80.0145915947,Beechview,4,19
79679,0046P00166000000,No primary address specified,15214,GLASS WILLIAM J & GLASS ANNE E,Condemned/Dead End Property,2021-01-29,Pass,0,0046P00166000000,Active,40.4648288306,-80.0108007936,Perry South,6,25
79680,0116N00079000000,"3436 PERRYSVILLE AVE, Pittsburgh, 15214",15214,REGAN PATRICK W,Condemned/Dead End Property,2020-08-03,Fail,2,0116N00079000000,Active,40.4829989475,-80.0126596323,Perry North,1,26
79681,0174P00174000000,"7347 HAMILTON AVE, Pittsburgh, 15208",15208,R T HOMEWOOD LLC,Condemned/Dead End Property,2020-09-01,Fail,2,0174P00174000000,Active,40.4539726934,-79.8937568982,Homewood South,9,13
79682,0174P00174000000,"7347 HAMILTON AVE, Pittsburgh, 15208",15208,R T HOMEWOOD LLC,Condemned/Dead End Property,2024-04-09,,,0174P00174000000,Active,40.4539726934,-79.8937568982,Homewood South,9,13
79683,0054S00170000000,"816 LILAC ST, Pittsburgh, 15217",15217,SHI CHAO & BIN GUO (W),Condemned/Dead End Property,2021-09-15,Fail,1,0054S00170000000,Active,40.4248356426,-79.9348343219,Greenfield,5,15
79684,0095D00180000000,"127 E WOODFORD AVE, Pittsburgh, PA 15210",15210,SPES INVESTMENTS LLC,Condemned/Dead End Property,2024-06-24,Fail,1,0095D00180000000,Active,40.3933676088,-79.9840459306,Carrick,4,29
79685,0057C00222000000,"76 ALMEDA ST, Pittsburgh, 15207",15207,YOUNG RAYMARR,Condemned/Dead End Property,2023-09-28,Fail,3,0057C00222000000,Active,40.4033897946,-79.9387030799,Hazelwood,5,15
79686,0044D00153000000,No primary address specified,15212,BALLARD JAMES & SHIRLEY (W),Condemned/Dead End Property,2022-11-28,Pass,0,0044D00153000000,Active,40.4710937875,-80.0328485275,Marshall-Shadeland,6,27
79687,0174S00358000A00,No primary address specified,15221,SMITH BETTY L,Condemned/Dead End Property,2023-07-11,,,0174S00358000A00,Active,40.453233544,-79.8836849221,East Hills,9,13
79688,0011E00093000000,"1817 5TH AVE, Pittsburgh, 15219",15219,MCGUIRE JAMES A,Condemned/Dead End Property,2020-05-20,Fail,3,0011E00093000000,Active,40.4386157546,-79.980080108,Crawford-Roberts,6,3
79689,0011E00093000000,"1817 5TH AVE, Pittsburgh, 15219",15219,MCGUIRE JAMES A,Condemned/Dead End Property,2021-08-04,Fail,1,0011E00093000000,Active,40.4386157546,-79.980080108,Crawford-Roberts,6,3
79690,0174B00341000000,"7215 HERMITAGE ST, Pittsburgh, 15208",15208,STUART FRED D & ELSIE M,Condemned/Dead End Property,2020-09-01,Fail,2,0174B00341000000,Active,40.4602183782,-79.8944109665,Homewood North,9,13
79691,0174B00341000000,"7215 HERMITAGE ST, Pittsburgh, 15208",15208,STUART FRED D & ELSIE M,Condemned/Dead End Property,2024-08-14,Fail,1,0174B00341000000,Active,40.4602183782,-79.8944109665,Homewood North,9,13
79692,0013A00233000000,"1932 BALDAUF ST, Pittsburgh, 15203",15203,STACHOWICZ MICHAEL FRANCIS,Condemned/Dead End Property,2021-03-10,Pass,0,0013A00233000000,Active,40.4227371091,-79.9796047709,South Side Slopes,3,17
79693,0013A00233000000,"1932 BALDAUF ST, Pittsburgh, 15203",15203,STACHOWICZ MICHAEL FRANCIS,Condemned/Dead End Property,2023-05-08,Fail,2,0013A00233000000,Active,40.4227371091,-79.9796047709,South Side Slopes,3,17
79694,0083G00028000000,"621 N EUCLID AVE, Pittsburgh, 15206",15206,LYLE AUDREY I,Condemned/Dead End Property,2022-09-16,Pass,0,0083G00028000000,Active,40.4686979004,-79.9243856433,East Liberty,9,11
79695,0042M00229000000,"2956 MERWYN AVE, Pittsburgh, 15204",15204,CITY OF PITTSBURGH,Condemned/Dead End Property,2021-04-29,Fail,1,0042M00229000000,Active,40.4570415471,-80.0515818646,Sheraden,2,20
79696,0172N00113000000,"6941 WILTSIE ST, Pittsburgh, 15206",15206,WOODS ANTHONY,Condemned/Dead End Property,2020-09-10,Fail,2,0172N00113000000,Active,40.472982819,-79.8966692524,Lincoln-Lemington-Belmar,9,12
79697,0042N00313000000,"1321 JEFFERS ST, Pittsburgh, PA 15204",15204,PITTSBURGH LAND BANK,Condemned/Dead End Property,2024-01-16,Fail,2,0042N00313000000,Active,40.4532079876,-80.0650645352,Sheraden,2,20
79698,0173N00280000000,"1509 N MURTLAND ST, Pittsburgh, 15208",15208,REISCH ROBERT,Condemned/Dead End Property,2020-07-13,Fail,1,0173N00280000000,Active,40.4635341252,-79.8994018064,Homewood West,9,12
79699,0173E00092000000,"1363 MONTEZUMA ST, Pittsburgh, 15206",15206,TATE CHARMAINE M,Condemned/Dead End Property,2024-02-06,Fail,2,0173E00092000000,Active,40.4689479751,-79.8979780676,Lincoln-Lemington-Belmar,9,12
79700,0173E00092000000,"1363 MONTEZUMA ST, Pittsburgh, 15206",15206,TATE CHARMAINE M,Condemned/Dead End Property,2025-08-05,Pass,0,0173E00092000000,Active,40.4689479751,-79.8979780676,Lincoln-Lemington-Belmar,9,12
79701,0046B00243000000,No primary address specified,15214,PERCY ELIZABETH HARP,Condemned/Dead End Property,2022-06-06,Pass,0,0046B00243000000,Active,40.4715249996,-80.0111802915,Perry South,6,26
79702,0046J00043000000,"409 CHESTER AVE, Pittsburgh, 15214",15214,"",Condemned/Dead End Property,2023-01-17,Fail,1,0046J00043000000,Active,40.4667462948,-80.0150029988,Perry South,6,26
79703,0173A00135000000,"6936 CHURCHLAND ST, Pittsburgh, 15206",15206,"",Condemned/Dead End Property,2026-02-19,Fail,3,0173A00135000000,Active,40.4721757081,-79.897923866,Lincoln-Lemington-Belmar,9,12
79704,0010J00151000000,"632 WOOSTER ST, Pittsburgh, 15219",15219,CITY OF PITTSBURGH,Condemned/Dead End Property,2025-11-14,Fail,2,0010J00151000000,Active,40.4462522139,-79.9786577914,Middle Hill,6,5
79705,0175B00050000000,"538 N BRADDOCK AVE, Pittsburgh, PA 15208",15221,CUTLER FRANKIE DEAN,Condemned/Dead End Property,2020-08-06,Fail,2,0175B00050000000,Active,40.452236245,-79.8912477447,Homewood South,9,13
79706,0022L00105000000,"1222 N FRANKLIN ST, Pittsburgh, 15233",15233,KURNIKOVA MARIA,Condemned/Dead End Property,2025-01-07,Fail,1,0022L00105000000,Active,40.4567104101,-80.0239723841,Manchester,6,21
79707,0175B00146000000,No primary address specified,15208,WELLS RODERICK A D,Condemned/Dead End Property,2020-11-17,Pass,0,0175B00146000000,Active,40.4516723127,-79.8925300471,Homewood South,9,13
79708,0021J00083000000,"2904 SACRAMENTO AVE, Pittsburgh, 15204",15204,STENGEL EDWARD J JR & ELIZABETH M,Condemned/Dead End Property,2024-12-19,Fail,2,0021J00083000000,Active,40.4566682332,-80.0490339065,Sheraden,2,20
79709,0021J00083000000,"2904 SACRAMENTO AVE, Pittsburgh, 15204",15204,STENGEL EDWARD J JR & ELIZABETH M,Condemned/Dead End Property,2025-02-14,Pass,0,0021J00083000000,Active,40.4566682332,-80.0490339065,Sheraden,2,20
79710,0173B00124000000,No primary address specified,15206,COLEMAN CAESAR & CORNELIA T,Condemned/Dead End Property,2023-06-09,,,0173B00124000000,Active,40.470478325,-79.8921227708,Lincoln-Lemington-Belmar,9,12
79711,0057C00107000000,No primary address specified,15207,MCKINNEY CHRISTINE,Condemned/Dead End Property,2024-08-26,Pass,0,0057C00107000000,Active,40.4024614747,-79.9411165576,Hazelwood,5,15
79712,0012R00163000000,"31 ELEANOR ST, Pittsburgh, 15203",15203,BROOKS ANTHONY W & MELISSA M (W),Condemned/Dead End Property,2025-07-29,Fail,1,0012R00163000000,Active,40.4237763255,-79.9723759969,South Side Slopes,3,16
79713,0083E00072000000,"5514 BLACK ST, Pittsburgh, PA 15206",15206,GEB INVESTMENTS PARTNERS LLC,Condemned/Dead End Property,2024-04-10,Pass,0,0083E00072000000,Active,40.4691911632,-79.9295160196,Garfield,9,11
79714,0173A00038000000,"7028 WILTSIE ST, Pittsburgh, 15206",15206,"",Condemned/Dead End Property,2025-12-18,Fail,2,0173A00038000000,Active,40.4716805219,-79.8963296447,Lincoln-Lemington-Belmar,9,12
79715,0174M00181000000,No primary address specified,15221,TURNER G HOLSTON & MARY H,Condemned/Dead End Property,2020-10-16,Pass,0,0174M00181000000,Active,40.4575142137,-79.8848190504,Homewood North,9,13
79716,0013S00198000000,No primary address specified,15210,WOESTER JOSEPH F,Condemned/Dead End Property,2023-07-31,Pass,0,0013S00198000000,Active,40.4148885102,-79.9684474427,Arlington,3,16
79717,0173L00019000000,No primary address specified,15206,TENCH CLINTON C & VERDEAL,Condemned/Dead End Property,2024-07-12,Pass,0,0173L00019000000,Active,40.467133216,-79.8895414274,Lincoln-Lemington-Belmar,9,12
79718,0173N00246000000,No primary address specified,15208,JACKSON WENDELL MONTRAVILLE & IRENE,Condemned/Dead End Property,2024-03-01,Pass,0,0173N00246000000,Active,40.463343824,-79.8973229235,Homewood North,9,13
79719,0022B00209000000,No primary address specified,15212,WALKER GEORGE E & ALDA LEE,Condemned/Dead End Property,2025-06-04,Pass,0,0022B00209000000,Active,40.4607823874,-80.0262962956,California-Kirkbride,6,21
79720,0055K00278000000,"4537 PARNELL ST, Pittsburgh, 15207",15207,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-09-08,Fail,1,0055K00278000000,Active,40.4163815869,-79.9416936797,Hazelwood,5,15
79721,0174N00313000000,"7240 SUSQUEHANNA ST, Pittsburgh, 15208",15208,PELMON KEITH,Condemned/Dead End Property,2025-03-10,Fail,2,0174N00313000000,Active,40.4529026372,-79.8966693255,Homewood South,9,13
79722,0024E00268000000,"874 VISTA ST, Pittsburgh, PA 15212",15212,COFFEY DAVID,Condemned/Dead End Property,2022-08-05,Pass,0,0024E00268000000,Active,40.4589430943,-79.9961164993,East Allegheny,1,23
79723,0010F00112000000,"2342 BEDFORD AVE, Pittsburgh, PA 15219",15219,"",Condemned/Dead End Property,2023-02-21,Fail,2,0010F00112000000,Active,40.4493871846,-79.9749808238,Middle Hill,6,5
79724,0056L00280000000,"5033 STEELE CT, Pittsburgh, 15207",15207,CITY OF PITTSBURGH,Condemned/Dead End Property,2021-04-21,Fail,3,0056L00280000000,Active,40.4085226566,-79.939344025,Hazelwood,5,15
79725,0056L00280000000,"5033 STEELE CT, Pittsburgh, 15207",15207,CITY OF PITTSBURGH,Condemned/Dead End Property,2021-10-11,Fail,1,0056L00280000000,Active,40.4085226566,-79.939344025,Hazelwood,5,15
79726,0026E00189000000,"1210 HERRON AVE, Pittsburgh, PA 15219",15219,THINNES DONALD,Condemned/Dead End Property,2021-04-22,Fail,1,0026E00189000000,Active,40.4588040366,-79.9654306689,Polish Hill,7,6
79727,0026E00189000000,"1210 HERRON AVE, Pittsburgh, PA 15219",15219,THINNES DONALD,Condemned/Dead End Property,2023-08-25,,,0026E00189000000,Active,40.4588040366,-79.9654306689,Polish Hill,7,6
79728,0014A00105000000,"103 CRAIGHEAD ST, Pittsburgh, 15211",15211,"",Condemned/Dead End Property,2020-08-27,Fail,2,0014A00105000000,Active,40.4220971345,-79.9982652161,Mount Washington,3,18
79729,0014A00105000000,"103 CRAIGHEAD ST, Pittsburgh, 15211",15211,"",Condemned/Dead End Property,2020-11-04,Pass,0,0014A00105000000,Active,40.4220971345,-79.9982652161,Mount Washington,3,18
79730,0014G00137000000,"1415 ARLINGTON AVE, Pittsburgh, 15210",15210,RETHAGE MARY DOERSCHNER & NICOLE FRANCES RETHAGE,Condemned/Dead End Property,2023-11-20,Fail,2,0014G00137000000,Active,40.4197667126,-79.9898430172,Allentown,3,18
79731,0014G00137000000,"1415 ARLINGTON AVE, Pittsburgh, 15210",15210,RETHAGE MARY DOERSCHNER & NICOLE FRANCES RETHAGE,Condemned/Dead End Property,2024-03-27,,,0014G00137000000,Active,40.4197667126,-79.9898430172,Allentown,3,18
79732,0174A00147000000,"7121 KEDRON ST, Pittsburgh, 15208",15208,KEDRON TRUST #7121,Condemned/Dead End Property,2020-09-02,Fail,1,0174A00147000000,Active,40.4613964889,-79.8965497096,Homewood North,9,13
79733,0015P00012000000,"32 SYLVANIA AVE, Pittsburgh, 15210",15210,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-09-10,Fail,2,0015P00012000000,Active,40.4160105957,-80.0084196218,Beltzhoover,3,18
79734,0013L00126000000,"2419 ECCLES ST, Pittsburgh, PA 15210",15210,EAGLE F MANAGEMENT LLC,Condemned/Dead End Property,2024-04-17,Fail,1,0013L00126000000,Active,40.418237012,-79.9717854528,South Side Slopes,3,16
79735,0024J00319000000,"833 EAGLE Way, Pittsburgh, PA 15212",15212,CITY OF PITTSBURGH,Condemned/Dead End Property,2025-01-31,Fail,2,0024J00319000000,Active,40.4566283808,-79.996381496,East Allegheny,1,23
